Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
1999-03-10 00:00:00-05:00,43.335807043890334,43.36229592350151,42.62060729438847,43.28282928466797,5232000,0.0,0.0,0.0
1999-03-11 00:00:00-05:00,43.60068740101302,43.852331708613036,42.64708791958139,43.49473190307617,9688600,0.0,0.0,0.0
1999-03-12 00:00:00-05:00,43.33581805854254,43.3623069448864,42.09084040038148,42.43519592285156,8743600,0.0,0.0,0.0
1999-03-15 00:00:00-05:00,42.75307182200904,43.70667193699809,42.30276065659755,43.65369415283203,6369000,0.0,0.0,0.0
1999-03-16 00:00:00-05:00,43.839094905646704,44.20993921300565,43.36229508189948,44.02451705932617,4905800,0.0,0.0,0.0
1999-03-17 00:00:00-05:00,44.024535536332564,44.07751331676136,43.57422440268776,43.706668853759766,3965000,0.0,0.0,0.0
1999-03-18 00:00:00-05:00,43.653687648342284,44.58079873310683,43.64044320427422,44.5543098449707,4848400,0.0,0.0,0.0
1999-03-19 00:00:00-05:00,45.1370567894331,45.1370567894331,43.38879050533534,43.415279388427734,7160400,0.0,0.0,0.0
1999-03-22 00:00:00-05:00,43.60072109889218,43.70667667871938,42.8060542501882,42.885520935058594,5024800,0.0,0.0,0.0
1999-03-23 00:00:00-05:00,42.64711135786108,42.80604469211397,41.29617801671144,41.37564468383789,10962400,0.0,0.0,0.0
1999-03-24 00:00:00-05:00,41.74646353234447,42.80601844433291,41.11073058515141,42.7795295715332,8447000,0.0,0.0,0.0
1999-03-25 00:00:00-05:00,43.44177738312752,44.34239959716797,43.15702183015885,44.34239959716797,8133800,0.0,0.0,0.0
1999-03-26 00:00:00-05:00,43.97155614290836,44.474845038519966,43.68017836123849,43.8656005859375,8256200,0.0,0.0,0.0
1999-03-29 00:00:00-05:00,44.395370163283985,45.48141442145501,44.13048131982763,45.454925537109375,5113800,0.0,0.0,0.0
1999-03-30 00:00:00-05:00,45.40194326051524,45.77278760453345,44.95163227135027,45.137054443359375,4940600,0.0,0.0,0.0
1999-03-31 00:00:00-05:00,45.87875310774003,45.93173088269123,44.3423976341552,44.4748420715332,8256600,0.0,0.0,0.0
1999-04-01 00:00:00-05:00,45.77277985865482,45.825757613120864,44.66024701486808,45.40193557739258,8715800,0.0,0.0,0.0
1999-04-05 00:00:00-04:00,46.13701383809785,47.11048032786395,45.85225833428872,47.04425811767578,5697200,0.0,0.0,0.0
1999-04-06 00:00:00-04:00,46.99127404774866,47.65349606082291,46.593940839904114,47.136962890625,7522400,0.0,0.0,0.0
1999-04-07 00:00:00-04:00,47.57403786273114,47.67999340362809,45.640349241361776,46.64692687988281,11923600,0.0,0.0,0.0
1999-04-08 00:00:00-04:00,46.56745405600105,47.2429205397485,45.61385431423993,47.017765045166016,7952400,0.0,0.0,0.0
1999-04-09 00:00:00-04:00,46.938306289450715,47.41510624047223,46.80586185861141,47.30915069580078,4946800,0.0,0.0,0.0
1999-04-12 00:00:00-04:00,46.1966280931819,47.309161567903026,46.14365030867137,46.991294860839844,10934000,0.0,0.0,0.0
1999-04-13 00:00:00-04:00,47.282671508789065,47.388627075195316,45.9847158203125,46.355560302734375,9962200,0.0,0.0,0.0
1999-04-14 00:00:00-04:00,46.93828887939453,46.99126663208008,44.50793447494507,44.76620101928711,21253800,0.0,0.0,0.0
1999-04-15 00:00:00-04:00,44.92515807143444,45.44831365628752,43.335824649095954,45.37546920776367,17650600,0.0,0.0,0.0
1999-04-16 00:00:00-04:00,45.26949868629442,45.26949868629442,43.81261019726797,44.05101013183594,17274000,0.0,0.0,0.0
1999-04-19 00:00:00-04:00,44.34240115674137,44.71324561085987,41.54120108366765,41.98488998413086,19460600,0.0,0.0,0.0
1999-04-20 00:00:00-04:00,41.799462094268705,43.28283970978141,41.40212880439923,42.93848419189453,17413600,0.0,0.0,0.0
1999-04-21 00:00:00-04:00,43.33580573259698,45.08407173403427,42.75305039878455,45.05758285522461,10940400,0.0,0.0,0.0
1999-04-22 00:00:00-04:00,45.48139955578495,46.40851020485453,45.183399704298296,46.276065826416016,13630600,0.0,0.0,0.0
1999-04-23 00:00:00-04:00,46.03768206666419,47.22968189002431,45.560882137320135,46.88532638549805,7064400,0.0,0.0,0.0
1999-04-26 00:00:00-04:00,47.20318918677139,48.31572226524748,47.050878110551444,47.964744567871094,5421000,0.0,0.0,0.0
1999-04-27 00:00:00-04:00,48.31571552235961,48.554115434476515,46.627049478198195,47.229671478271484,16482800,0.0,0.0,0.0
1999-04-28 00:00:00-04:00,46.832349823742376,46.99128313762386,45.4085722202208,45.613861083984375,7676800,0.0,0.0,0.0
1999-04-29 00:00:00-04:00,45.40194094208979,45.66682974571925,44.28940796684605,45.24300765991211,19148200,0.0,0.0,0.0
1999-04-30 00:00:00-04:00,45.878744971967144,46.1171449169716,43.91856764637502,45.53438949584961,15295200,0.0,0.0,0.0
1999-05-03 00:00:00-04:00,45.40194552237527,45.587367703621844,44.53443460297166,45.295989990234375,11109800,0.0,0.0,0.0
1999-05-04 00:00:00-04:00,45.375454105370395,46.09065390738149,44.31589884313174,44.580787658691406,15428400,0.0,0.0,0.0
1999-05-05 00:00:00-04:00,44.60727665251102,45.93172073364258,43.25634368975682,45.93172073364258,12642600,0.0,0.0,0.0
1999-05-06 00:00:00-04:00,45.507882105098524,45.90521518517796,43.83908316876487,44.26290512084961,15173400,0.0,0.0,0.0
1999-05-07 00:00:00-04:00,44.66025879446384,45.03110317354005,43.70665896255358,44.898658752441406,16430400,0.0,0.0,0.0
